sent_id,sys_name,sys_type,orig_sent,simp_sent,grammaticality,meaning,simplicity,structural_simplicity
67,SENTS-h1^m_w2v_model,Semantics+NeuralSeq2Seq,"In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the incursions of other Viking groups.",Rollo swore to Charles.,4,1.666666667,2,2
68,SENTS-h1^m_w2v_model,Semantics+NeuralSeq2Seq,It is derived from Voice of America (VoA) Special English.,It is derived from Voice of America VoA Special English.,3.666666667,4.666666667,0,0
69,SENTS-h1^m_w2v_model,Semantics+NeuralSeq2Seq,"Disney received a full-size Oscar statuette and seven miniature ones, presented to him by 10-year-old child actress Shirley Temple.",It was one of the first people to have been married to Shirley Temple.,2.666666667,1,1,0.666666667
70,SENTS-h1^m_w2v_model,Semantics+NeuralSeq2Seq,It was the first asteroid to be discovered by a spacecraft.,It was the first asteroid to be discovered by a spacecraft.,5,5,0,0
1,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.","One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a militia group recruited from the Afro Arab Abbala tribes of the northern Rizeigat region in Sudan.",4.333333333,4.666666667,0,0
2,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Jeddah is the principal gateway to Mecca, Islam's holiest city, which able-bodied Muslims are required to visit at least once in their lifetime.",Jeddah is the main gateway to the Mecca.,4.666666667,2.666666667,1.666666667,1
3,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the methane cloud deck of Neptune.,4,4.666666667,0.666666667,0
4,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"His next work, Saturday, follows an especially eventful day in the life of a successful neurosurgeon.",His next work Saturday follows an especially eventful day.,4.666666667,2.666666667,1,1
5,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The character has a character on the rope, and the player can see the ball.",2.666666667,1,-0.333333333,0
6,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"There he died six weeks later, on 13 January 888.",When there he died six weeks later on 13 January 888.,2.666666667,4.333333333,-0.333333333,-0.333333333
7,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally akin to the coastal peoples of Papua New disease.,2.666666667,3.333333333,0,0
8,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",Since 2000 the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of 5000.,4,3.666666667,-0.333333333,-0.333333333
9,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",The players who play choreography are often called ``sogo ''.,3,1,0.333333333,0.333333333
10,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",The spacecraft is named after the astronomer Giovanni Domenico.,5,2.333333333,2,2
11,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Alessandro (""Sandro"") Mazzola (born 8 November 1942) is an Italian former football player.",Alessandro Sandro ((born 8 November 1942) is a retired American football player.,3.333333333,3,0.666666667,0.333333333
12,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,It was originally thought that the debris thrown up by the collision filled in the smaller craters.,"It was originally thought that the debris thrown up by the., filled in the smaller craters.",2.666666667,4,-0.666666667,-0.666666667
13,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",He graduated from Wheaton College in 1939.,5,1.333333333,1.666666667,1.666666667
14,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.",The BZÖ has a bit in comparison of a referendum about the Lisbon Treaty but against an EU withdrawal.,1.666666667,1.666666667,-0.333333333,-0.333333333
15,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Many species had vanished by the end of the nineteenth century, with European settlement.",Many species had gone by the end of the 19th century.,3.666666667,2.333333333,1.333333333,0.666666667
16,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.,Wexler was inducted into the Rock and Roll Hall of Fame.,4,4,0.666666667,0.666666667
17,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"In its pure form, dextromethorphan occurs as a white powder.",In its pure form dextromethorphan happens as a white powder.,4,4.666666667,0.666666667,0
18,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,Admission to Tsinghua is extremely competitive.,Admission is widely competitive.,2.666666667,2.333333333,0,0
19,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Today NRC is organised as an independent, private foundation.","Today, NRC is organised as an independent private foundation.",5,5,0,0
20,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"It is situated at the coast of the Baltic Sea, where it encloses the city of Stralsund.",It is situated at the coast of the Baltic.,4.333333333,3.333333333,1.333333333,1.333333333
21,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"He was also named 1982 ""Sportsman of the Year"" by Sports Illustrated.",He was also named 1982 Sportsman of the year by sports drawn.,2.666666667,2.666666667,-0.333333333,-0.333333333
22,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,Fives is a British sport believed to derive from the same origins as many racquet sports.,. Is a sport that is believed to come from the same origins as many racket sports.,2.333333333,2.333333333,0.666666667,0
23,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","King was born on Monday,..",2.666666667,1.666666667,1.666666667,1.666666667
24,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,Both names became defunct in 2007 when they were merged into The National Museum of Scotland.,They were merged into the National Museum of Scotland in 2007.,4.333333333,2.666666667,1.333333333,1.333333333
25,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Nevertheless, Tagore emulated numerous styles, including craftwork from northern New Ireland, Haida carvings from the west coast of Canada (British Columbia), and woodcuts by Max Pechstein.",Tagore emulated styles from northern New Ireland Haida carvings from the west coast of Canada (British Columbia) woodcuts by Max Pechstein.,3,3.333333333,-0.666666667,-0.666666667
26,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"On October 14, 1960, Presidential candidate John F. Kennedy proposed the concept of what became the Peace Corps on the steps of Michigan Union.","On October 14, presidential candidate John F. Kennedy proposed the concept on the steps of Michigan Union.",4.333333333,2.666666667,1,1
27,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"She performed for President Reagan in 1988's Great Performances at the White House series, which aired on the Public Broadcasting Service.",She played for President Reagan in 1988 's Great Performances at the White.,3.666666667,2.666666667,1.333333333,0.666666667
28,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,Perry Saturn (with Terri) defeated Eddie Guerrero (with Chyna) to win the WWF European Championship (8:10) Saturn pinned Guerrero after a Diving elbow drop.,Perry Saturn (with Terri) defeated Eddie Guerrero (with Chyna).,4.666666667,2,1.333333333,1.333333333
29,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,She remained in the United States until 1927 when she and her husband returned to France.,"She remained in the United States until 1927, and her husband returned to France.",4,3,0,0
30,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Despina was discovered in late July, 1989 from the images taken by the Voyager 2 probe.",Despina was found in late July 1989.,4.666666667,2.666666667,1.666666667,1
31,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,The first Italian Grand Prix motor racing championship took place on 4 September 1921 at Brescia.,The first Italian Grand Prix motor racing championship took place on 4 September 1921.,4,4,0.666666667,0.666666667
32,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.,He also completed two collections of short stories called The Ribbajack Other Curious Yarns and Seven Strange and Ghostly Tales.,3.666666667,4.333333333,-0.333333333,-0.666666667
33,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"At the Voyager 2 images Ophelia appears as an elongated object, the major axis pointing towards Uranus.",The Voyager 2 images Ophelia appears as an elongated object the major axis pointing towards Uranus.,3,4.666666667,-0.333333333,-0.333333333
34,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,The British decided to eliminate him and take the land by force.,The British decided to eliminate him by force.,4.333333333,3,0,0
35,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Some towns on the Eyre Highway in the south-east corner of Western Australia, between the South Australian border almost as far as Caiguna, do not follow official Western Australian time.",The South Australian border has not follow official Western Australian time.,3.333333333,2.666666667,1.666666667,1.333333333
36,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"In architectural decoration Small pieces of colored and iridescent shell have been used to create mosaics and inlays, which have been used to decorate walls, furniture and boxes.",In architectural decoration Small pieces of colored and iridescent shells have been used to decorate walls furniture and boxes.,4.333333333,3.666666667,1.666666667,1.333333333
37,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"The other incorporated cities on the Palos Verdes Peninsula include Rancho Palos Verdes, Rolling Hills Estates and Rolling Hills.",The other incorporated cities on the Palos Verdes Peninsula include rolling Palos Verdes and Rolling Hills.,4,3.333333333,0,0
38,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.",Fearing asks him to help him find the famous superhero Captain Qwark in an effort to stop Drek.,3,2.333333333,0.666666667,0.666666667
39,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,It is not actually a true louse.,It is not a true louse.,4.666666667,5,0.666666667,0.666666667
40,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,He advocates applying a user-centered design process in product development cycles and also works towards popularizing interaction design as a mainstream discipline.,He also works towards popularizing interaction design as a physical discipline.,3.666666667,3,1.333333333,1.333333333
41,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"It is theoretically possible that the other editors who may have reported you, and the administrator who blocked you, are part of a conspiracy against someone half a world away they've never met in person.",It is possible that the other are part of a conspiracy against someone half ve never met.,2.333333333,2,0,0
42,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,Working Group I: Assesses scientific aspects of the climate system and climate change.,"The term ``climate '' comes from the Greek word., meaning``. ''.",2.333333333,1,0.666666667,0.333333333
43,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"The island chain forms part of the Hebrides, separated from the Scottish mainland and from the Inner Hebrides by the stormy waters of the Minch, the Little Minch and the Sea of the Hebrides.",The island chain forms part of the Hebrides mainland from the Inner Hebrides.,2.666666667,1.666666667,0.333333333,0.333333333
44,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Orton and his wife welcomed Alanna Marie Orton on July 12, 2008.",He welcomed Alanna Marie Orton on July 12 2008.,3.666666667,3,0.333333333,0.333333333
45,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Formal minor planet designations are number-name combinations overseen by the Minor Planet Center, a branch of the IAU.",A minor planet designations are number name by the Minor Planet Center.,2,1.666666667,0,0
46,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"By early on September 30, wind shear began to dramatically increase and a weakening trend began.",When early on September 30 wind shear began to dramatically increase.,2.333333333,2.333333333,0.666666667,0.666666667
47,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,Each entry has a datum (a nugget of data) which is a copy of the datum in some backing store.,Each entry has a datum of of.,2.333333333,2,0,0
48,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"As a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.",Many mosques do not enforce violations.,4.333333333,2,1.666666667,1.666666667
49,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Mariel of Redwall is a fantasy novel by Brian Jacques, published in 1991.",. Of Redwall a fantasy novel is written by Brian Jacques.,1.666666667,2.666666667,-0.333333333,-0.333333333
50,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Ryan Prosser (born 10 July, 1988) is a professional rugby union player for Bristol Rugby in the Guinness Premiership.",1988) is a rugby union player for Bristol Rugby in the Guinness.,1.666666667,2.333333333,0,0
51,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Like previous assessment reports, it consists of four reports, three of them from its working groups.",There are four reports of working groups.,3,1.666666667,1.666666667,1
52,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Their granddaughter Hélène Langevin-Joliot is a professor of nuclear physics at the University of Paris, and their grandson Pierre Joliot, who was named after Pierre Curie, is a noted biochemist.",Their granddaughter Hélène Langevin Joliot is a professor of nuclear physics.,4.666666667,2.333333333,1.666666667,1.666666667
53,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",The stamp remained the standard letter stamp for the remainder of Victoria 's reign and vast quantities.,2.333333333,3.333333333,-0.333333333,-0.333333333
54,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,The International Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.,The International Fight was an American mixed with martial arts (MMA) promotion called the world 's first MMA league.,2,2.666666667,0,-0.333333333
55,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that colonises and reproduces in the small intestine, causing giardiasis.",". Lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis,. Is a flagellated protozoan parasite that lives in the small intestine.",2.666666667,3.333333333,1.333333333,0.666666667
56,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams.","Cameron has often worked in Christian themed Productions, and he played Cameron Buck.",4,3,1.333333333,1.333333333
57,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"This was the area east of the mouth of the Vistula River, later sometimes called ""Prussia proper"".",This is the area east of the mouth of the Vistula River.,4.666666667,3.333333333,0.666666667,0.666666667
58,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,"He was appointed artistic director of the Armenian Philarmonic Orchestra, and later he was appointed artistic director of the Armenian Philarmonic Orchestra.",2.333333333,3,0,0
59,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"The story of Christmas is based on the biblical accounts given in the Gospel of Matthew, namely - and the Gospel of Luke, specifically -.",The story of Christmas is based on the Gospel of Matthew and the Gospel of Luke specifically.,4,4,1.333333333,1
60,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,He was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate Behaviour.,4,4.333333333,0,0
61,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"So far the 'celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott Mills, Mark Chapman, Simon Gregson, Sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.",So far the celebrity episodes have included Vic Reeves Nancy Sorrell Gaby Roslin Mills Mills Mills Mills Mills Sue Cleaver Carol Thatcher Paul O Grady and Lee Ryan.,2.333333333,3.666666667,-0.666666667,-0.666666667
62,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.",It was found by Stephen P. Synnott in images from the Voyager 1 space.,3.333333333,3.333333333,1.333333333,1
63,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Gomaespuma was a Spanish radio show, hosted by Juan Luis Cano and Guillermo Fesser.",Gomaespuma was a Spanish radio show for the first time.,2.333333333,2,-0.333333333,-0.333333333
64,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"On 16 June 2009, the official release date of The Resistance was announced on the band's website.",On 16 June 2009 the official release date of the Resistance was announced on the band 's website.,4.333333333,5,-0.666666667,-0.666666667
65,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,He is also a member of another Jungiery boyband 183 Club.,He is also member of another Jungiery boyband 183 Club.,4.333333333,5,0,0
66,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"The Apostolic Tradition, attributed to the theologian Hippolytus, attests the singing of Hallel psalms with Alleluia as the refrain in early Christian agape feasts.",. The singing of Hallel Psalms with Alleluia.,2.333333333,1.666666667,2,2
67,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the incursions of other Viking groups.",". Swore fealty to Charles,. Undertook, to defend the northern region of France.",2,2.666666667,1.333333333,1.333333333
68,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,It is derived from Voice of America (VoA) Special English.,It is from Voice of America VoA) Special English.,3.333333333,4.666666667,0.333333333,0
69,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,"Disney received a full-size Oscar statuette and seven miniature ones, presented to him by 10-year-old child actress Shirley Temple.",Disney was given a full size Oscar statuette.,5,2.333333333,1.666666667,1.666666667
70,SENTS-h4_default_model,Semantics+NeuralSeq2Seq,It was the first asteroid to be discovered by a spacecraft.,It was the first asteroid that was discovered by a spacecraft.,4.666666667,5,0.333333333,0
1,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.",One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed A Sudanese.,3,2.333333333,1,1
2,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Jeddah is the principal gateway to Mecca, Islam's holiest city, which able-bodied Muslims are required to visit at least once in their lifetime.","Jeddah is the main gateway to Mecca, and is the main gateway to Mecca.",2.666666667,2.333333333,1,0.666666667
3,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the methane cloud deck of Neptune.,4.666666667,4.666666667,0.666666667,0
4,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"His next work, Saturday, follows an especially eventful day in the life of a successful neurosurgeon.",His next works Saturday follows an especially eventful day in the life of a successful neurosurgeon.,4.666666667,3.666666667,0,0
5,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The female lays a black cord, which makes it look like a black cord.",3,1,1,1
6,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"There he died six weeks later, on 13 January 888.",There he died six weeks later on 13 January 1016.,5,3.333333333,0,0
7,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally akin to the coastal communities of Papua New Guinea.,5,4.666666667,0,0
8,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",Since 2000 the winner of the Kate Greenaway Medal has also been given to the value of 5000.,2.666666667,3,0,-0.333333333
9,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",The players who play choreography are called ``rhythmic choreography ''.,2,1,0,0
10,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",The spacecraft is named after the mathematician and physicist Christiaan Huygens.,5,2,1,1.333333333
11,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Alessandro (""Sandro"") Mazzola (born 8 November 1942) is an Italian former football player.",Is an Italian former football player from the United Kingdom.,3.333333333,2.333333333,1,1
12,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,It was originally thought that the debris thrown up by the collision filled in the smaller craters.,"It was originally thought that the filled in the smaller craters, and the remains of the big craters were broken by the collision.",3,1.333333333,-1,-1
13,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.","In 1939, Graham graduated from Wheaton College.",5,1.666666667,1,1.333333333
14,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.",However the BZ\ xc3\ x96 is still in favor of a referendum about the Lisbon Party.,4.666666667,2.333333333,1,1
15,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Many species had vanished by the end of the nineteenth century, with European settlement.",Many species had gone through the end of the nineteenth century.,3.333333333,2,1,0.666666667
16,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.,Wexler was inducted into the Rock and Roll Hall of Fame in 1987.,5,5,0,0
17,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"In its pure form, dextromethorphan occurs as a white powder.",In its pure form dextromethorphan happens as a white powder.,3.333333333,4.333333333,0,-0.333333333
18,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,Admission to Tsinghua is extremely competitive.,Admission to salamanders is very competitive.,3.333333333,2.666666667,0.666666667,0
19,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Today NRC is organised as an independent, private foundation.","Today it is an independent private foundation, and it is the largest city in the country.",3.333333333,2,-0.333333333,-0.333333333
20,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"It is situated at the coast of the Baltic Sea, where it encloses the city of Stralsund.",It is in the Baltic Sea.,4.666666667,1.666666667,2,2
21,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"He was also named 1982 ""Sportsman of the Year"" by Sports Illustrated.",He was also named twice Sportsman of the Year by Sports Illustrated.,4.333333333,3.333333333,-0.333333333,-0.333333333
22,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British sport that has come from the same origins as many racquet sports.,4.333333333,4,0.666666667,0
23,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",For example King Bhumibol was born on his birthday throughout Thailand.,2,1.333333333,0,0
24,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,Both names became defunct in 2007 when they were merged into The National Museum of Scotland.,Both names became defunct in 2007.,4.666666667,3.333333333,1,1
25,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Nevertheless, Tagore emulated numerous styles, including craftwork from northern New Ireland, Haida carvings from the west coast of Canada (British Columbia), and woodcuts by Max Pechstein.",Nevertheless Tagore dominated many styles including craftwork from northern New Ireland Haida carvings from the west coast of Canada British Columbia and woodcuts by Max Pechstein.,3.333333333,3,-0.333333333,-0.666666667
26,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"On October 14, 1960, Presidential candidate John F. Kennedy proposed the concept of what became the Peace Corps on the steps of Michigan Union.",On October 14 1960 presidential candidate John F. Kennedy proposed the idea of what became the Peace Corps on the steps of Michigan Union.,4,5,0.333333333,-0.333333333
27,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"She performed for President Reagan in 1988's Great Performances at the White House series, which aired on the Public Broadcasting Service.",She performed for President Ronald Reagan in 1988\ 's.,3,2.666666667,1,1
28,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,Perry Saturn (with Terri) defeated Eddie Guerrero (with Chyna) to win the WWF European Championship (8:10) Saturn pinned Guerrero after a Diving elbow drop.,He won the World Championship 8 in the World Championship.,2.666666667,1,0,0.333333333
29,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,She remained in the United States until 1927 when she and her husband returned to France.,She died in the United States.,5,1,1.666666667,1.333333333
30,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Despina was discovered in late July, 1989 from the images taken by the Voyager 2 probe.",It was discovered in late July 1989 from the Voyager 2 probe.,4.666666667,3.666666667,0.666666667,0.666666667
31,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,The first Italian Grand Prix motor racing championship took place on 4 September 1921 at Brescia.,"The first Italian Grand Prix motor racing championship took place on September 4, 1921 at Brescia.",5,5,0,0
32,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.,He also completed two collections of short stories: the Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.,4.333333333,5,0,-0.333333333
33,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"At the Voyager 2 images Ophelia appears as an elongated object, the major axis pointing towards Uranus.",At the Voyager 2 images Ophelia appears as a stretched away from Uranus.,2,2.333333333,0,-0.333333333
34,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,The British decided to eliminate him and take the land by force.,The British decided to kill him.,5,3.333333333,1.666666667,0.666666667
35,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Some towns on the Eyre Highway in the south-east corner of Western Australia, between the South Australian border almost as far as Caiguna, do not follow official Western Australian time.",Some between the South Australian border almost as far as Caiguna do not follow official Western Australian time in the South corner of Western Australia.,2.666666667,2.333333333,0.666666667,0.666666667
36,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"In architectural decoration Small pieces of colored and iridescent shell have been used to create mosaics and inlays, which have been used to decorate walls, furniture and boxes.",In architectural custom Small pieces of colored and iridescent shell have been used to decorate walls furniture and boxes.,3.666666667,3.333333333,1,1
37,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"The other incorporated cities on the Palos Verdes Peninsula include Rancho Palos Verdes, Rolling Hills Estates and Rolling Hills.",Palos Verdes Beach is a city in the United Kingdom.,5,1.333333333,1.666666667,1.333333333
38,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.","The main character is Captain Qwark, who is the hero of the game.",5,1,0.666666667,0.666666667
39,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,It is not actually a true louse.,It is also not actually a true louse.,4.666666667,4.666666667,-0.333333333,-0.333333333
40,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,He advocates applying a user-centered design process in product development cycles and also works towards popularizing interaction design as a mainstream discipline.,He also works towards popularizing interaction design.,5,2.666666667,1.333333333,1.666666667
41,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"It is theoretically possible that the other editors who may have reported you, and the administrator who blocked you, are part of a conspiracy against someone half a world away they've never met in person.",It is possible possible that the other and the administrator who blocked you are part of a world.,2.333333333,1.333333333,0,0
42,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,Working Group I: Assesses scientific aspects of the climate system and climate change.,Working Group I Assesses scientific characteristics of the climate system and climate change.,5,5,0,0
